variable,importance,rank,cumulative
l_CLI1,0.004435873836041936,63,0.7116686454724266
u_CLI67,0.004351010492925226,64,0.7160196559653518
l_SOL30,0.004345957244498012,65,0.7203656132098498
u_SOL59,0.0038692511136040313,66,0.7242348643234539
l_SOL1,0.003854615517107236,67,0.728089479840561
u_CLI75,0.0038423221499489352,68,0.73193180199051
l_TOP97,0.003812697210593598,69,0.7357444992011036
u_CLI47,0.0037404682328565143,70,0.7394849674339602
l_SOL5,0.003654217771632621,71,0.7431391852055929
l_TOP93,0.003636908882457683,72,0.7467760940880506
l_SOL13,0.003555714188386248,73,0.7503318082764369
u_CLI55,0.0031917292054508017,74,0.7535235374818877
l_SOL19,0.0030960938553552656,75,0.756619631337243
l_SOL26,0.0030144366490630434,76,0.7596340679863061
l_SOL41,0.0029154996764613078,77,0.7625495676627674
l_SOL27,0.0027797747163614567,78,0.7653293423791289
l_SOL39,0.0026437304442182914,79,0.7679730728233471
l_SOL2,0.002623033281802285,80,0.7705961061051494
l_SOL42,0.0026124512464587597,81,0.7732085573516082
u_SOL3,0.0023883683043890744,82,0.7755969256559972
l_SOL29,0.002340523052984863,83,0.7779374487089821
l_TOP129,0.002298710227057233,84,0.7802361589360393
u_SOL15,0.002281853113597642,85,0.7825180120496369
u_SOL47,0.0022076317425295993,86,0.7847256437921665
u_CLI3,0.002155763944499341,87,0.7868814077366658
u_SOL19,0.002131506915890684,88,0.7890129146525565
l_TOP46,0.002094167633510036,89,0.7911070822860665
l_TOP23,0.001993618520795368,90,0.7931007008068619
u_SOL43,0.001988218310059593,91,0.7950889191169215
l_TOP139,0.001979342859415697,92,0.7970682619763372
l_TOP135,0.0019789175954288744,93,0.7990471795717661
l_SOL40,0.0019599370588483387,94,0.8010071166306144
l_TOP124,0.0019384716953207918,95,0.8029455883259352
l_TOP140,0.001929406982069784,96,0.804874995308005
l_SOL25,0.0019008269472653408,97,0.8067758222552703
l_TOP130,0.0018773723109657301,98,0.8086531945662361
u_CLI19,0.0018769866448481078,99,0.8105301812110842
l_TOP6,0.0018755587518268116,100,0.812405739962911
