variable,PC1,PC2,PC3,PC4,PC5
u_TOP27,0.041735133635059485,0.02304736562944123,0.05061133489483385,0.02768135836921197,-0.03713966262478032
u_TOP31,0.00429823617316449,-0.10171728095737056,-0.06403507635332514,0.055271557653232065,0.0019677332433217383
u_TOP35,0.020918114364612404,0.018789035285416627,0.06570729834765551,0.015943801475424745,-0.06361509497798704
u_TOP39,0.009289719084941613,-0.010625230862937101,-0.02914651257943924,-0.009739977506382242,0.0013853127157797136
u_TOP43,0.024238654800660286,-0.0021556445080591776,-0.016042004363522638,0.0029736286540922603,0.010329577202460711
u_TOP47,0.0671164969098151,0.10686917056503983,0.041933474889106176,0.06266335567251385,0.047353909416253004
u_TOP51,0.09423187888251969,0.04881554559332607,0.06027668766032135,0.06894585159354133,0.050891514366190264
u_TOP55,0.092954739198055,0.12778393068184346,-0.005027580978666579,-0.01338436115149698,0.02839211652847834
u_TOP59,0.09260875983254299,0.06445174854071964,0.06964782589035096,0.056912496848894954,0.04333769353422606
u_TOP63,0.09001874705729024,0.056837173983437295,0.0775437632752063,0.04507026620731007,0.05807923358745003
u_TOP67,0.08757903534629072,0.059061024608191896,0.0720895608798049,0.053990829410827015,0.05590456386672129
u_TOP95,0.003858986443157473,0.017667743033251204,0.061712934190093445,0.011870626971832126,-0.06569495640420836
u_TOP103,0.005604629488147832,-0.0007206271348723664,-0.013892859701149025,-0.009823927143675299,-0.008141383697998434
u_TOP135,0.009566213494233143,0.12041717886086793,0.01651373097562191,0.05065453941236976,-0.007232911976231164
u_TOP139,0.08817987813296943,0.08558071902795965,0.06486100933869642,0.06304697868395315,0.06011952241037577
u_TOP143,-0.07937146305249541,0.023711751282548155,-0.046586844928631195,-0.0351056040516728,-0.0835328258932446
variance_explained,0.14302432475685484,0.0814253114302733,0.07347443764400159,0.058320376377348285,0.05297204595376423
