variable,PC1,PC2,PC3,PC4,PC5
l_TOP143,-0.0875904529234124,0.1146681294110489,-0.028403394138564637,0.035034207571631934,-0.055178308916192124
l_TOP144,-0.019816541920519428,0.15072602110861594,-0.03378643894426649,0.09047168682362684,0.03240843629768817
u_CLI3,-0.100003332061424,-0.041620950423401123,0.07353798147370925,0.009774807912363388,-0.11385826357161626
u_CLI7,0.0010159339960968384,0.09263249818296275,0.0710094260002849,-0.03722095976932476,0.0480993137926528
u_CLI11,0.01302673227424925,0.09352554627361938,0.04823876761851641,-0.03415096653311963,-0.08428069022479107
u_CLI15,-0.021353528094208405,-0.018858317238215738,0.02642127328983791,-0.01671128239335427,0.1791439734172709
u_CLI19,-0.10842587337522688,-0.039408959955670814,0.08430059647122623,0.008009363410723381,-0.061784778480841095
u_CLI23,-0.0879643317163084,-0.05934613867814623,0.04945318676023704,0.012052669510119084,-0.14173445752591507
u_CLI27,-0.02185735083689555,0.02540283770440061,0.05777948475188799,-0.018825449062029615,0.1447044965384844
u_CLI31,-0.04561245533621379,-0.09459685743801194,-0.02961665212326795,-0.059118014475795296,-0.0074709730125644
u_CLI35,-0.03371537817874171,0.10050825090172856,0.07538963874127343,0.005081111574487492,-0.07796454350234051
u_CLI43,-0.08561315319751331,-0.032088182251837336,0.06332784626479254,0.012390313775945875,-0.14986152185469637
u_CLI47,0.04043025706163797,-0.04021664011052708,-0.07054871279599936,0.17123792904902813,-0.06459366563421046
u_CLI51,0.03478314706765839,-0.028682283419755424,-0.058220958024224945,0.15445314534675858,-0.10539237547004672
u_CLI55,0.04767912352577823,-0.05671777169274015,-0.07354941760976562,0.15686645751602069,-0.003942837212513054
u_CLI59,-0.015456880142038557,0.023589874311933334,0.004781835029568448,-0.013975046345022165,-0.16126531863315222
u_CLI67,0.043862263698706716,-0.05234837948808225,-0.07361993749548565,0.16646968913880997,-0.016154204658911316
u_CLI71,0.04343784953358812,-0.07745705270802647,-0.10365854039240757,0.10447589831997416,-0.03447923083862293
u_CLI75,0.03472856869935626,0.0007358780967601314,-0.03959510312720012,0.1594230720249837,-0.04785659855373738
u_TOP126,-0.006815551172935622,0.007059420284444012,-0.0009838989741806309,-0.0051632994534251105,-0.016346262939053013
u_LAC1,-0.06735108718638343,0.030639239369514817,0.004593818382518623,-0.019830289406688906,-0.021266667712407206
u_LAC2,0.01439608320895211,0.0064503831522961,0.015513230380696196,-0.0006141451110876437,-0.0011427291851138818
u_LAC3,-0.04909932497570304,-0.024007766004735687,-0.012780222832869247,0.018813677225314296,0.009687732438192168
u_LAC4,-0.013397608036125393,0.06368130301958608,0.03317666974601627,-0.009906348900970254,-0.007134172668327659
u_LAC6,0.005775341680538987,-0.038169308711031656,0.06938925741433699,0.024818088773327005,0.0963221249100812
u_LAC7,0.04986911836748416,0.09184174983153807,-0.07492568444574871,-0.04682932597739125,-0.019344009534617134
u_LAC8,0.02433526459048318,0.021679455140133645,-0.026580691697019366,0.04218894791611903,-0.018808126788585563
u_LAC9,0.020060564623419052,-0.005611279929069139,-0.05707031271020977,0.07501198333539158,-0.010737548026940907
u_LAC10,-0.0024315250575845182,0.01913216344861968,-0.03105110546849406,0.04076121633186031,-0.03516942148745876
