Haplogroup,PC1,PC2
BAN,4.484905421538701,-3.008836935295166
GK,-4.158647331312761,0.5818006573659021
KOR,5.338011952606405,-4.635670518855032
LD,-0.007563310321446284,1.2093226249891427
VOJ,21.86424367153878,23.84593630756527
ZPB,-2.282517058876662,-1.0067133273996542
ZV,-3.5720104261645393,-1.1626240071649898
