LABEL,Haplogroup,PC1,PC2
A. torrentium - CSE,CSE,-0.7066455492833903,-2.5344526635594713
A. torrentium - CSE,CSE,-4.391638610451881,1.8846151333779708
A. torrentium - SB,SB,5.538502960025988,3.7944783596316576
A. torrentium - CSE,CSE,7.649674337968614,-4.765189583754685
A. torrentium - CSE,CSE,5.876330296719336,3.057525344886623
A. torrentium - CSE,CSE,1.920881870054391,-0.30853425880625474
A. torrentium - CSE,CSE,3.629146447556155,0.5907408694131485
A. torrentium - CSE,CSE,-1.2552377780239174,6.319686459572982
A. torrentium - CSE,CSE,3.8417709774468563,0.8139335508890946
A. torrentium - SB,SB,-1.3966889927520816,5.2935488749937205
A. torrentium - CSE,CSE,-5.101889091087614,1.7536307555280346
A. torrentium - CSE,CSE,-4.980549179030286,2.5816650021992706
A. torrentium - CSE,CSE,-10.756962590215633,1.431344855593224
A. torrentium - CSE,CSE,1.8318623694322353,5.622266974635835
A. torrentium - CSE,CSE,-3.440399750036735,6.252625320260884
A. torrentium - CSE,CSE,-5.275511424123445,4.5324989289061
A. torrentium - CSE,CSE,-6.8668484224093875,5.4985876239138864
A. torrentium - CSE,CSE,5.277155684066247,8.48786421337712
A. torrentium - CSE,CSE,1.5670279386340853,9.10113405983418
A. torrentium - CSE,CSE,-7.345022772197421,4.457723908113775
A. torrentium - SB,SB,-2.659326060633979,2.1151477061971553
A. torrentium - CSE,CSE,-9.400722932296786,2.6795946669013007
A. torrentium - SB,SB,3.2219567378428082,5.090941510606612
A. torrentium - SB,SB,2.602548564154889,-4.628096213978935
A. torrentium - CSE,CSE,-8.546820666324622,7.099391661553045
A. torrentium - CSE,CSE,0.1938499246880086,4.455331043816791
A. torrentium - CSE,CSE,-6.093766571037595,7.163749390899576
A. torrentium - SB,SB,-2.4972456540263983,-0.17273047424824545
A. torrentium - SB,SB,-4.013124940995913,1.0753121833723502
A. torrentium - CSE,CSE,-0.06664534705183368,3.7791872725479045
A. torrentium - CSE,CSE,1.754625830642708,-2.0892036015427355
A. torrentium - CSE,CSE,0.2574575877284502,8.057914013182613
A. torrentium - CSE,CSE,-3.656185334474808,4.401097132780964
A. torrentium - CSE,CSE,-9.378237453710138,7.18479910652895
A. torrentium - CSE,CSE,-5.664257022821389,5.892322090610125
A. torrentium - SB,SB,7.207155668698296,6.049556000865483
A. torrentium - SB,SB,7.082967142235178,6.88040443205676
A. torrentium - SB,SB,0.7849120143472901,-4.2106675748193085
A. torrentium - SB,SB,-1.957509515491519,4.0062377965681994
A. torrentium - SB,SB,3.5637319194389114,5.647334732555458
A. torrentium - SB,SB,0.6313061149022592,4.445091984114132
A. torrentium - SB,SB,1.88394410428651,3.9547056751457657
A. torrentium - SB,SB,4.002357300623263,6.698799632430215
A. torrentium - SB,SB,2.1799477312637787,4.9459474670293675
A. torrentium - SB,SB,3.209708011087593,6.275444184389813
A. torrentium - SB,SB,-1.9721376721420023,5.988838805136652
A. torrentium - SB,SB,10.435082651042356,6.464358643308103
A. torrentium - SB,SB,1.1556450056996375,3.6808969588063336
A. torrentium - SB,SB,6.10206640673072,8.920887653173224
A. torrentium - SB,SB,4.316031483124432,8.77297410129106
A. torrentium - SB,SB,7.9801610745773965,4.393912885466402
A. torrentium - SB,SB,2.5580022525682766,10.673979164049522
A. torrentium - SB,SB,5.350868360166572,7.503767400495594
A. torrentium - SB,SB,7.792437473281507,1.9935590863445867
A. torrentium - SB,SB,5.520240957407052,8.188146411438932
A. torrentium - SB,SB,7.820298782324078,10.847979571614163
A. torrentium - SB,SB,8.55132762145697,7.950738757129561
A. torrentium - SB,SB,0.21580295790598705,9.309158766799362
A. torrentium - SB,SB,4.947688588148735,9.173007292238125
A. torrentium - SB,SB,5.983648500132725,7.137301619092323
A. torrentium - SB,SB,3.648770057247356,6.9806082722384994
A. torrentium - SB,SB,0.1628029103735357,9.558246779722815
A. torrentium - SB,SB,-1.398292248457444,10.547856111767967
A. torrentium - SB,SB,7.974119407934341,6.907433978740237
A. torrentium - SB,SB,3.1222907828805293,2.424156302851436
A. torrentium - SB,SB,-1.0697709267177211,6.071403861321258
A. torrentium - SB,SB,8.497282964820023,1.229670629991208
A. torrentium - CSE,CSE,-2.022352986615861,4.254159755049727
A. torrentium - CSE,CSE,6.348294208831471,1.3661778023605053
A. torrentium - CSE,CSE,-8.317016791789271,1.007515006599484
A. torrentium - SB,SB,3.368181661737619,6.580339615716688
A. torrentium - SB,SB,5.874328871728463,4.491119371811895
A. torrentium - SB,SB,7.597594435946905,4.6123807140595305
A. torrentium - SB,SB,5.245903554847087,2.0668960796267846
A. torrentium - SB,SB,7.897792905813404,6.7658963311663145
A. torrentium - SB,SB,-4.344333373620188,0.04801142735770418
A. torrentium - SB,SB,1.4917571566556307,7.876616736007214
A. torrentium - SB,SB,6.02601465358566,7.244229584572357
A. torrentium - SB,SB,-12.23903866613178,4.7080644283247866
